address,auditResult,confidence,documentCount,evidenceCount,id,lastEvidenceAt,latitude,legacyId,longitude,mapReady,precision,publishReady,publishedAt,reviewed,sceneReady,sourceKind,sourceUrl,state,territoryId,title,usefulnessLevel,usefulnessScore,reasons,warnings
,ready,low,1,1,evt_642b601633b09cf9e92e876b,2026-09-05T19:31:48Z,,,,False,territory,True,2026-09-04T15:01:57Z,False,False,media,https://t.me/novayakama/54804,resolved,mo-92634480,В Лаишевском районе открылись учебно-тренировочный комплекс МЧС России и новая пожарная часть,useful,79,,
,needs_review,medium,1,3,evt_1e70723188ba5418cdc9b533,2026-09-05T21:33:06Z,,,,False,territory,False,2026-09-04T15:00:00Z,False,False,media,https://baltaci.ru/news/iuxidi-xabar-ita/bernica-masina-katnasynda-avariiada-26-iaslek-kyz-halak-bulgan,reported,mo-92615151,Массовое ДТП в Зәйском районе с погибшим и пострадавшими,context,20,not_editorially_useful,
,ready,low,1,1,evt_0567f62834089d1bf879d3a6,2026-09-05T19:31:43Z,,,,False,territory,True,2026-09-04T14:45:17Z,False,False,media,https://t.me/tatmediaofficial/158577,reported,,Рустам Минниханов и Александр Куренков осмотрели выставку «Комплексная безопасность – 2026»,useful,79,,
,ready,low,1,1,evt_e4788f87cf235c874d58f7a3,2026-09-05T19:31:47Z,,,,False,territory,True,2026-09-04T14:31:37Z,False,False,media,https://t.me/zpravda/108579,resolved,mo-92628101,В Зеленодольске после масштабной реконструкции открыли кузницу будущих чемпионов - Спортивную школу олимпийского резерва.,useful,87,,
,ready,low,1,1,evt_e9b5afe04aa3701e3f6c66d7,2026-09-05T19:32:02Z,,,,False,territory,True,2026-09-04T14:31:00Z,False,False,media,https://novoshishminsk.ru/news/v-respublike/skola-mezetniceskoi-zurnalistiki-obieiavliaet-nabor-na-2026-god,resolved,mo-92645000,Всероссийский наставнический проект «Школа межэтнической журналистисты» открыт для слушателей 18–30 лет из всех регионов страны.,useful,87,,
Альметьевск,needs_review,medium,1,2,evt_c25e5cf96e8b112d71ad8750,2026-09-05T21:33:06Z,54.9005008,,52.2963777,False,settlement,False,2026-09-04T14:22:01Z,False,False,media,https://t.me/uvt24/32682,unknown,mo-92608101,В Альметьевске суд оправдал врача по делу о взяточничестве,context,20,not_editorially_useful,
,needs_review,medium,1,1,evt_7fbc11d75a2afda9d9078e2e,2026-09-05T21:32:24Z,,,,False,territory,False,2026-09-04T14:17:35Z,False,False,media,https://t.me/uvt24/32681,reported,mo-92608000,Отремонтирован мост в микрорайоне Урсала,context,16,not_editorially_useful,
,ready,medium,1,3,evt_889a1cb524aa703db396445a,2026-09-05T19:53:29Z,,,,False,territory,True,2026-09-04T14:06:48Z,False,False,media,https://t.me/chelnytv/46171,resolved,mo-92730000,"В Челнах завершена итоговая опрессовка тепловых сетей, начато подключение домов к системе ГВС",useful,87,,
,needs_review,medium,1,2,evt_205a05865905302fbf76775c,2026-09-05T19:54:16Z,,,,False,territory,False,2026-09-04T14:04:27Z,False,False,media,https://t.me/yasheluzan/54093,reported,mo-92628000,Визит на Яшел Үзәнский молочный комбинат и обсуждение модернизации,context,0,not_editorially_useful,
,needs_review,low,1,1,evt_becd1751535cf6aa085edcd1,2026-09-05T19:31:48Z,,,,False,territory,False,2026-09-04T14:00:36Z,False,False,media,https://t.me/novayakama/54803,planned,mo-92634000,"Завтра ночью и днем местами ожидается гроза с кратковременными усилениями ветра до 15-20 м/с, днем возможен град.",context,0,not_editorially_useful,
,needs_review,low,1,1,evt_7331feaaccff673048f58e3f,2026-09-05T19:32:02Z,,,,False,territory,False,2026-09-04T14:00:00Z,False,False,media,https://nurlat-tat.ru/news/finansovaya-gramotnost/v-tatarstane-raskryli-25-nelegalnyx-kreditorov,unknown,mo-92646000,В Татарстане раскрыли 25 нелегальных кредиторов,context,0,not_editorially_useful,
,ready,low,1,1,evt_9131711bc593bd333f421fae,2026-09-05T19:31:52Z,,,,False,territory,True,2026-09-04T13:37:59Z,False,False,media,https://t.me/chelny_news1/48618,resolved,mo-92730000,В Набережных Челнах начали досрочно подавать горячую воду после завершения опрессовки тепловых сетей.,useful,87,,
,needs_review,medium,1,3,evt_60c8d9f49450b42695f13f6f,2026-09-05T21:34:14Z,,,,False,territory,False,2026-09-04T13:36:23Z,False,False,media,https://t.me/ElabugaNK/46274,reported,,Ремонт моста через Тойму завершат досрочно,context,50,not_editorially_useful,
,needs_review,medium,1,2,evt_9d049ddcb0509bb949e8cc40,2026-09-05T21:34:14Z,,,,False,territory,False,2026-09-04T13:33:09Z,False,False,media,https://t.me/chelny_news1/48617,reported,mo-92730000,В Челнах врачи КДМЦ впервые выполнили подростку сочетанную лапароскопию,context,16,not_editorially_useful,
,needs_review,low,1,1,evt_954cd8fbe81820203b60246b,2026-09-05T19:31:51Z,,,,False,territory,False,2026-09-04T13:31:30Z,False,False,media,https://t.me/yakti_ul/31317,unknown,mo-92657000,"Разбираем главные нюансы «гаражной амнистии» и рассказываем, как законно оформить постройку, даже если кооператив ликвидирован или границы участка сместились.",context,0,not_editorially_useful,
,needs_review,medium,1,3,evt_f1985d2e8b77ae0504910ea1,2026-09-05T21:34:46Z,,,,False,territory,False,2026-09-04T13:30:00Z,False,False,media,https://vuslon.ru/news/obschestvo/vserossiiskaia-skola-mezetniceskoi-zurnalistiki-otkryla-nabor-slusatelei,reported,mo-92620000,Открыт набор на Всероссийскую «Школу межэтнической журналистики»,context,16,not_editorially_useful,
,needs_review,low,1,1,evt_72bef24acdd4e5ce511a9443,2026-09-05T19:32:05Z,,,,False,territory,False,2026-09-04T13:21:29Z,False,False,official,https://t.me/kzn_official/23596,unknown,mo-92701000,"Не нужно подвергать себя опасности, чтобы увидеть работу пожарных 🔥",context,0,not_editorially_useful,
,ready,low,1,1,evt_dcf86d9faa7f5a56071871ef,2026-09-05T19:32:02Z,,,,False,territory,True,2026-09-04T13:05:00Z,False,False,media,https://nurlat-tat.ru/news/novosti/startoval-nabor-v-skolu-mezetniceskoi-zurnalistiki,reported,mo-92646000,Всероссийский наставнический проект «Школа межэтнической журналистики» открыл приём заявок на новый учебный год.,useful,70,,
,needs_review,medium,1,1,evt_707f1af8bc651d879533a073,2026-09-05T21:36:01Z,,,,False,territory,False,2026-09-04T13:02:26Z,False,False,media,https://t.me/tetyushy/51342,reported,mo-92620465,Празднование Дня Победы в Казани,context,20,not_editorially_useful,
,needs_review,medium,1,2,evt_34e6747e46b154ba957bf555,2026-09-05T21:36:01Z,,,,False,territory,False,2026-09-04T13:00:00Z,False,False,media,https://aktanysh-rt.ru/news/finans-gramotalylygy/bank-rossii-v-i-polugodii-2026-goda-vyiavil-v-tatarstane-25-nelegalnyx-kreditorov,reported,mo-92605000,В Татарстане выявили 25 нелегальных кредиторов,context,16,not_editorially_useful,
,needs_review,medium,1,2,evt_98a012f65efc14090c9949fa,2026-09-05T21:36:01Z,,,,False,territory,False,2026-09-04T12:59:00Z,False,False,media,https://nizhnekamsk-rt.ru/news/obschestvo/ucastniki-izucat-osnovy-gosudarstvennoi-nacionalnoi-politiki-rossii,reported,mo-92644000,Открыт прием заявок на проект «Школа межэтнической журналистики»,context,50,not_editorially_useful,
,needs_review,medium,1,2,evt_fd168a6d82a439757d393683,2026-09-05T21:36:01Z,,,,False,territory,False,2026-09-04T12:50:00Z,False,False,media,https://kukmor-rt.ru/news/sogy-yanalyklar/tuban-uras-irlegenda-xalyk-zyeny-uzdy-1788526316,reported,mo-92633440,В Түбән Үрәс прошёл сход жителей,context,20,not_editorially_useful,
Казань,ready,low,1,1,evt_c79b4a51c6dbcec889a01775,2026-09-05T19:31:47Z,55.7946485,,49.1115022,False,settlement,True,2026-09-04T12:49:01Z,False,False,media,https://t.me/zainsknews/61008,in_progress,mo-92701000,В Казани начали проектировать новый участок второй линии метро.,useful,87,,
,ready,low,1,1,evt_8f12edbaaef884bcc46b36f6,2026-09-05T19:31:51Z,,,,False,territory,True,2026-09-04T12:40:15Z,False,False,media,https://t.me/tetyushy/51341,resolved,mo-92655000,В Тетюшском государственном колледже гражданской защиты после масштабного капитального ремонта торжественно открыли обновлённое общежитие — теперь оно носит звучное имя «Дом курсанта». Первого сентября на плацу царило особенное праздничное оживление: студенты и преподаватели с нетерпением ждали этого важного события. Разделить радость с курсантами и педагогами приехали почётные гости — в том числе глава района и представители республиканских ведомств.,useful,79,,
,needs_review,medium,1,1,evt_4dbd68cfdec43bed0dafdb6e,2026-09-05T21:36:42Z,,,,False,territory,False,2026-09-04T12:37:43Z,False,False,media,https://t.me/yasheluzan/54092,reported,mo-92628000,Акция по безопасности дорожного движения прошла в Әйше,context,20,not_editorially_useful,
Новое Ибрайкино,needs_review,medium,2,4,evt_974d241fa127dfe33a97d21d,2026-09-05T21:37:43Z,54.8679981,,51.1654878,False,settlement,False,2026-09-04T12:26:50Z,False,False,media,https://aksubayevo.ru/news/geroiami-ne-rozdaiutsia-imi-stanoviatsia/v-novom-ibraikine-aksubaevskogo-raiona-sostoialos-otkrytie-memorialnoi-doski-boicu-svo,reported,mo-92604430,В Новом Ибрайкине открыли мемориальную доску бойцу СВО,context,36,not_editorially_useful,
,needs_review,low,1,1,evt_ca4c55124c04d5f11fd9bb58,2026-09-05T19:32:02Z,,,,False,territory,False,2026-09-04T12:23:00Z,False,False,media,https://novoshishminsk.ru/news/finansovaya-gramotnost/bank-rossii-v-i-polugodii-2026-goda-vyiavil-v-tatarstane-25-nelegalnyx-kreditorov,unknown,mo-92645000,Банк России в I полугодии 2026 года выявил в Татарстане 25 нелегальных кредиторов,context,0,not_editorially_useful,
,needs_review,medium,1,2,evt_cb1ca9f126195f7136cfcaa2,2026-09-05T20:00:16Z,,,,False,territory,False,2026-09-04T12:17:33Z,False,False,media,https://t.me/sarman_rt/32021,resolved,mo-92653420,Илексаз мәктәбенең ашханәсе капиталь төзекләндерелде,context,0,not_editorially_useful,
,needs_review,medium,1,3,evt_f5e37980c655090732b7af13,2026-09-05T20:00:46Z,,,,False,territory,False,2026-09-04T12:16:15Z,False,False,media,https://t.me/muslumirc/44284,reported,mo-92642000,В «Офык» стартовал новый сезон кружка робототехники,context,0,not_editorially_useful,
,needs_review,medium,1,2,evt_9cf3e83bdac36398f53c5e6b,2026-09-05T20:01:18Z,,,,False,territory,False,2026-09-04T12:15:00Z,False,False,media,https://tukai-rt.ru/news/mәgarif/avyl-belan-berga-uskan-maktap-masstably-remonttan-son-belem-kone,reported,mo-92701000,Школа в Яңа поселогы после масштабного ремонта встретила новый учебный год,context,0,not_editorially_useful,
,needs_review,medium,1,2,evt_15a7238e428c4f30bb6b1b21,2026-09-05T21:32:24Z,,,,False,territory,False,2026-09-04T12:04:47Z,False,False,media,https://t.me/nurlatinform/82239,reported,mo-92646000,"Жители Новоиглайкинского сельского поселения получили 2,5 млн рублей на ЛПХ",context,16,not_editorially_useful,
,needs_review,low,1,1,evt_d632cf4f01f471657778fd70,2026-09-05T19:31:44Z,,,,False,territory,False,2026-09-04T12:00:41Z,False,False,media,https://t.me/alki_vesti/20584,planned,mo-92607000,* Г) Отключаю все уведомления на телефоне во время работы.,context,0,not_editorially_useful,
,ready,low,1,1,evt_d1ab089ebe94e348bbe26f05,2026-09-05T19:32:02Z,,,,False,territory,True,2026-09-04T12:00:00Z,False,False,media,https://nurlat-tat.ru/news/proekt-zivet-selo-zivet-rossiia/okolo-25-millionov-rublei-gospodderzki-polucili-ziteli-novo-iglaikinskogo-poseleniia,unknown,mo-92646000,"Около 2,5 миллионов рублей господдержки получили жители Новоиглайкинского поселения",useful,80,,
,needs_review,low,1,1,evt_a104de86405fe3067e9791b7,2026-09-05T19:32:00Z,,,,False,territory,False,2026-09-04T11:58:00Z,False,False,media,https://kamskoe-ustie.ru/news/finansovaia-gramotnost/bank-rossii-vyiavil-v-tatarstane-25-cernyx-kreditorov,unknown,mo-92630000,Банк России выявил в Татарстане 25 «черных» кредиторов,context,0,not_editorially_useful,
Балтачево,ready,low,1,1,evt_6bc7e2f68932432f10b0adc6,2026-09-05T19:31:48Z,55.1621265,,48.9736283,False,settlement,True,2026-09-04T11:56:01Z,False,False,media,https://t.me/volzhskie/36087,resolved,mo-92630403,"В прошлом году здесь завершили первый этап работ за счет грантовых средств – подготовили площадку на берегу пруда, предварительно осушив болото.",useful,79,,
,needs_review,medium,1,2,evt_70d95702fdc79d2650f13cab,2026-09-05T21:37:19Z,,,,False,territory,False,2026-09-04T11:49:00Z,False,False,media,https://kaibicy.ru/news/finansovaya-gramotnost/bank-rossii-v-i-polugodii-2026-goda-vyiavil-v-tatarstane-25-nelegalnyx-kreditorov,reported,mo-92629000,В Татарстане выявили 25 нелегальных кредиторов,context,16,not_editorially_useful,
Чистополь,needs_review,medium,1,2,evt_bb7a8e2fbba31b440649c2ab,2026-09-05T21:37:19Z,55.3714831,,50.6367311,False,settlement,False,2026-09-04T11:46:00Z,False,False,media,https://chistopol-rt.ru/news/obschestvo/v-cistopole-ogranicat-vodosnabzenie-v-neskolkix-mikroraionax,planned,mo-92659101,Ограничение водоснабжения в нескольких микрорайонах Чистополя,useful,87,open_state_text_looks_finished,
,needs_review,medium,1,1,evt_0cd7ce9de79fc81fe0e16f08,2026-09-05T21:37:19Z,,,,False,territory,False,2026-09-04T11:45:16Z,False,False,media,https://t.me/tatmediaofficial/158547,resolved,,В Татарстане открыли учебно-тренировочный комплекс МЧС и новую пожарно-спасательную часть,context,59,not_editorially_useful,
,needs_review,low,1,1,evt_c3195297640265419c412bba,2026-09-05T19:31:43Z,,,,False,territory,False,2026-09-04T11:36:01Z,False,False,media,https://t.me/universityinnopolis/3578,unknown,RU-TA,Наши учёные научили ИИ предсказывать взгляд врача при чтении рентгеновского снимка,context,0,not_editorially_useful,
,needs_review,medium,1,1,evt_c5ccae4746f7a9180f52795d,2026-09-05T21:37:43Z,,,,False,territory,False,2026-09-04T11:35:02Z,False,False,media,https://t.me/bugulgazeta/58338,reported,mo-92617101,Суд Бугульмы обязал компанию вернуть деньги за навязанные услуги,context,16,not_editorially_useful,
,ready,medium,1,1,evt_e2f1fe591a93a0d578d29cbc,2026-09-05T20:04:19Z,,,,False,territory,True,2026-09-04T11:33:29Z,False,False,media,https://t.me/rusloboda/35322,reported,mo-92650151,В Балык-Бистәсе районе произошло 3 пожара,useful,62,,
,needs_review,medium,1,1,evt_bbf0ffa23fdd0e9286174776,2026-09-05T21:37:43Z,,,,False,territory,False,2026-09-04T11:31:00Z,False,False,media,https://almetievsk-ru.ru/news/gorod/ziteli-almetevska-zdut-kogda-otvetstvennye-sluzby-zaversat-remontnye-raboty-i-vosstanoviat-trotuary,reported,mo-92608101,В Альметьевске идут ремонтные работы и восстановление тротуаров,context,42,not_editorially_useful,
,ready,medium,1,2,evt_3c5b5475baab34f29783ee96,2026-09-05T20:04:19Z,,,,False,territory,True,2026-09-04T11:30:48Z,False,False,media,https://t.me/xezmet_gazetasi/59752,in_progress,mo-92615000,В Балтаче и Салавыче строят комплекс из 10 одноэтажных домов,useful,79,,
,ready,medium,1,2,evt_9b8fbdaddbea824b8e344af3,2026-09-05T20:04:19Z,,,,False,territory,True,2026-09-04T11:27:20Z,False,False,media,https://t.me/buinsknews/47201,unknown,mo-92618000,В Буинском районе началась выдача разрешений на добычу пушных зверей,useful,79,,
Большое Фролово,ready,low,1,1,evt_fcddad998101d900a9e3948a,2026-09-05T19:31:46Z,55.0500105,,48.4087761,False,settlement,True,2026-09-04T11:26:57Z,False,False,media,https://t.me/buinsknews/47200,reported,mo-92618419,Восстановление сооружения признано экономически нецелесообразным — стоимость капитального ремонта сопоставима со строительством нового объекта.,useful,70,,
,needs_review,low,1,1,evt_4f2444c053aff9556959b92a,2026-09-05T19:31:46Z,,,,False,territory,False,2026-09-04T11:23:46Z,False,False,media,https://t.me/buinsknews/47199,planned,mo-92618000,В Татарстане ожидается ухудшение погоды,context,0,not_editorially_useful,
,needs_review,medium,1,2,evt_4c802d44b5e1e0e8ab60e89d,2026-09-05T20:04:19Z,,,,False,territory,False,2026-09-04T11:22:00Z,False,False,media,https://atnya-rt.ru/news/yukhidi/kazanda-tulanmagan-straflary-iozdan-artyp-kitkan-masina-iortucenen-masinasyn-algannar,reported,mo-92701000,В Казани у водителя изъяли автомобиль за множество неоплаченных штрафов,context,0,not_editorially_useful,
,ready,medium,1,2,evt_f5b5d9383630c8eba200e67e,2026-09-05T21:33:06Z,,,,False,territory,True,2026-09-04T11:21:34Z,False,False,media,https://t.me/chelny_news1/48614,planned,mo-92730000,Ремонт моста через Тойму в Елабужском районе могут завершить раньше срока,useful,70,,
,needs_review,medium,1,2,evt_d644e485d659af5dfe62f936,2026-09-05T20:05:03Z,,,,False,territory,False,2026-09-04T11:18:00Z,False,False,media,https://tetyushy.ru/news/obshchestvo/minselxozprod-rt-obieiavliaet-otbor-po-grantu-agromativator,reported,mo-92655000,Открыт отбор по гранту «Агромотиватор»,context,0,not_editorially_useful,
Набережные Челны,ready,low,2,2,evt_aaf3379a3e2d3cd2935b07f5,2026-09-05T19:31:54Z,55.7419774,,52.399207,False,settlement,True,2026-09-04T11:14:00Z,False,False,official,https://nabchelny.ru/news/62353,resolved,mo-92730000,Во Дворце культуры «Энергетик» торжественно открыли новый сезон образовательного проекта для людей старшего поколения.,useful,79,,
,needs_review,low,1,1,evt_f2a9282618821d9eefd19140,2026-09-05T21:37:50Z,,,,False,territory,False,2026-09-04T11:12:00Z,False,False,media,https://chelny-izvest.ru/news/facts/most-cerez-toimu-v-tatarstane-mogut-otkryt-na-god-ranse,resolved,mo-92626456,Ремонт ведется в две смены Ремонт моста через реку Тойма в Елабужском районе планируют завершить значительно раньше первоначального срока.,useful,70,resolved_text_looks_open,
,needs_review,low,1,1,evt_9ea22a01a182c863eff41bf5,2026-09-05T19:31:42Z,,,,False,territory,False,2026-09-04T11:06:00Z,False,False,official,https://16.rosstat.gov.ru/news/document/289820,unknown,RU-TA,"Подготовлен комплексный информационный доклад ""Социально-экономическое положение Республики Татарстан"" за январь-июль 2026 года",context,0,not_editorially_useful,
,needs_review,medium,1,2,evt_2faf317dc75eb3347d77fb9f,2026-09-05T21:38:12Z,,,,False,territory,False,2026-09-04T11:04:00Z,False,False,media,https://sarman-rt.ru/news/rubriki-dlya-gazetyi-na-tatarskom/tatarstannyn-top-simvoly-bulgan-soembika-manarasynda-masstably-remont-baslandy,reported,mo-92701000,Начался масштабный ремонт Сөембикә манарасы в Казанском Кремле,context,16,not_editorially_useful,
,needs_review,low,1,1,evt_dab5d03912e0044bd7fc9127,2026-09-05T19:31:51Z,,,,False,territory,False,2026-09-04T11:03:14Z,False,False,media,https://t.me/rusloboda/35321,reported,mo-92650000,Татарстанцев предупреждают о повышенной опасности лосей,context,0,not_editorially_useful,
,ready,low,1,1,evt_f0d6bcbc780d65b28f75cc7a,2026-09-05T19:31:47Z,,,,False,territory,True,2026-09-04T11:02:21Z,False,False,media,https://t.me/zpravda/108564,resolved,mo-92628101,"В Художественной галерее открылась экспозиция «По следам Тукая», приуроченная к 140-летию великого татарского поэта.",useful,79,,
,ready,medium,1,2,evt_71a75dbd7cf04a759bf01ef0,2026-09-05T20:05:04Z,,,,False,territory,True,2026-09-04T11:00:00Z,False,False,media,https://baltaci.ru/news/kon-temasy/baltacta-ham-salavyc-avylynda-10-ber-etazly-iorttan-torgan-kompleks-tozela,in_progress,mo-92615151,В Балтаче и Салавыче строят жилой комплекс из 10 одноэтажных домов,useful,79,,
Зеленодольск,ready,medium,1,1,evt_9eb65b3513607df7a67a354d,2026-09-05T20:05:04Z,55.8477605,,48.5097031,False,settlement,True,2026-09-04T11:00:00Z,False,False,media,https://zpravda.ru/news/novosti/v-zelenodolske-posle-masstabnogo-kapremonta-otkryli-sportivnuiu-skolu-olimpiiskogo-rezerva-1,resolved,mo-92628101,В Зеленодольске после масштабного капремонта открыли спортивную школу олимпийского резерва № 1,useful,87,,
,needs_review,medium,1,3,evt_d4dc4bf285b18936a33f6676,2026-09-05T21:38:12Z,,,,False,territory,False,2026-09-04T11:00:00Z,False,False,media,https://tulachi.ru/news/v-respublike/kazanda-tincurin-teatry-ocen-grantny-arttyrdylar,reported,mo-92656000,В Казани увеличили грант для театра Тинчурина,context,16,not_editorially_useful,
,needs_review,medium,1,2,evt_f4667ccfcc04146d131a79f2,2026-09-05T21:38:12Z,,,,False,territory,False,2026-09-04T11:00:00Z,False,False,media,https://nurlat-tat.ru/news/pogoda/v-nurlate-ozidaiutsia-liven-i-grad-1788519934,reported,mo-92646000,В Нурлате ожидаются ливень и град,context,20,not_editorially_useful,
,ready,low,1,1,evt_1f528ad271f062105bf3866f,2026-09-05T19:32:05Z,,,,False,territory,True,2026-09-04T10:59:01Z,False,False,official,https://t.me/kzn_official/23595,reported,mo-92701000,"Гостей ждут выступление оркестра «Милли музыка», акустический лайв Defne, мастер-классы по строительству скворечников, рисованию натюрмортов, созданию кашпо, эк",useful,62,,
,needs_review,medium,1,1,evt_8183d45b9023d7a878919893,2026-09-05T21:39:01Z,,,,False,territory,False,2026-09-04T10:58:08Z,False,False,media,https://t.me/chelny_news1/48612,reported,mo-92701000,Казань может получить прямой рейс на Мальдивы в 2027 году,context,20,not_editorially_useful,
,needs_review,medium,1,3,evt_7c6e4b9229036ea341a96ee5,2026-09-05T21:36:42Z,,,,False,territory,False,2026-09-04T10:58:06Z,False,False,media,https://t.me/BavlyinformNEWS/44436,reported,mo-92614000,Минтруд Татарстана напомнил о квотировании рабочих мест для участников СВО с 1 сентября,context,16,not_editorially_useful,
,needs_review,medium,1,4,evt_043b7f973869bbaa6d4d3db5,2026-09-05T21:39:01Z,,,,False,territory,False,2026-09-04T10:47:08Z,False,False,media,https://t.me/chelny_news1/48611,reported,mo-92730000,В Набережных Челнах УК «Электротехников» оштрафовали на 140 тысяч рублей из-за аварийных инженерных сетей,context,46,not_editorially_useful,
,needs_review,medium,1,2,evt_d790b5bb7a10339c282f0c65,2026-09-05T20:05:40Z,,,,False,territory,False,2026-09-04T10:43:00Z,False,False,media,https://tulachi.ru/news/v-respublike/minselxozprod-rt-obieiavliaet-otbor-po-grantu-agromativator,reported,mo-92656000,Открыт отбор по проекту «Агромотиватор»,context,0,not_editorially_useful,
,ready,medium,1,2,evt_8c909d7ead9e79d6cf1692c5,2026-09-05T21:39:01Z,,,,False,territory,True,2026-09-04T10:38:00Z,False,False,media,https://elabuga-rt.ru/news/novosti/remont-mosta-cerez-toimu-zaversat-dosrocno,reported,mo-92626000,Капремонт моста через Тойму начался,useful,80,,
,ready,low,1,1,evt_b362ec45b20e97783b2fcc22,2026-09-05T19:32:02Z,,,,False,territory,True,2026-09-04T10:38:00Z,False,False,media,https://pestrecy-rt.ru/news/obschestvo/zitelei-pestrecinskogo-raiona-predupredili-o-vozmoznom-otkliucenii-vody-za-dolgi,paused,mo-92648455,Жителей Пестречинского района предупредили о возможном отключении воды за долги,useful,97,,
,needs_review,medium,1,2,evt_ddd579a9754ccf21de77a681,2026-09-05T20:05:40Z,,,,False,territory,False,2026-09-04T10:38:00Z,False,False,media,https://chuprale-online.ru/news/obschestvo/v-tatarstane-ozidaiutsia-groza-usilenie-vetra-i-tuman,reported,mo-92624000,"В Татарстане ожидаются гроза, усиление ветра и туман",context,0,not_editorially_useful,
,needs_review,medium,1,2,evt_685bf3126d2584a5c00753a6,2026-09-05T21:39:01Z,,,,False,territory,False,2026-09-04T10:37:03Z,False,False,media,https://t.me/chelnytv/46155,reported,mo-92730000,В Челнах МЧС проводит занятия по пожарной безопасности для школьников,context,36,not_editorially_useful,
,needs_review,medium,1,1,evt_4055251925710a71d17193a3,2026-09-05T20:06:13Z,,,,False,territory,False,2026-09-04T10:34:04Z,False,False,media,https://t.me/sabatannars/47517,reported,,В 2026 году автомобилисты смогут воспользоваться льготами и субсидиями,context,0,not_editorially_useful,
,needs_review,medium,1,1,evt_cf2ee6e0de4404557fa9b738,2026-09-05T20:06:53Z,,,,False,territory,False,2026-09-04T10:34:04Z,False,False,media,https://t.me/sarman_rt/32019,reported,mo-92653000,В 2026 году автомобилисты смогут воспользоваться льготами и субсидиями,context,0,not_editorially_useful,
,needs_review,medium,1,1,evt_ec6f446df0a81d4fbf9937ab,2026-09-05T20:06:13Z,,,,False,territory,False,2026-09-04T10:34:04Z,False,False,media,https://t.me/xezmet_gazetasi/59751,reported,mo-92615000,В 2026 году автомобилисты смогут воспользоваться скидками и субсидиями,context,0,not_editorially_useful,
,needs_review,medium,1,2,evt_b84a9bfe829b73cb8c28184d,2026-09-05T21:39:33Z,,,,False,territory,False,2026-09-04T10:25:00Z,False,False,media,https://kaibicy.ru/news/novosti/policeiskie-otkryli-ogon-presleduia-pianogo-voditelia-v-tatarstane,resolved,mo-92629000,"Полицейские открыли огонь, преследуя пьяного водителя в Татарстане",context,59,not_editorially_useful,
,needs_review,low,1,1,evt_a20df1144d0af0bdc8bb9bc6,2026-09-05T19:31:57Z,,,,False,territory,False,2026-09-04T10:23:00Z,False,False,media,https://buinsk-tat.ru/news/vchera-segodnya-zavtra/v-tatarstane-uvelicili-cislo-polucatelei-granta-zilishhnyi-sertifikat-pedagogu,unknown,mo-92618000,В Татарстане увеличили число получателей гранта «Жилищный сертификат педагогу»,context,0,not_editorially_useful,
,ready,medium,1,4,evt_35939ddaa074837d51054b4c,2026-09-05T21:30:52Z,,,,False,territory,True,2026-09-04T10:20:25Z,False,False,media,https://t.me/ntr24ru/45240,planned,mo-92644101,В Нижнекамске на улице 30 лет Победы продолжается капитальный ремонт с обустройством велодорожек,useful,70,,
,needs_review,medium,1,1,evt_7d481163b990cf4af9dcccf9,2026-09-05T21:39:33Z,,,,False,territory,False,2026-09-04T10:15:47Z,False,False,media,https://t.me/chelny_news1/48607,reported,mo-92730000,В Челнах развивается медицинский туризм в БСМП,context,20,not_editorially_useful,
,needs_review,medium,1,2,evt_5a76111d19292256184f5334,2026-09-05T21:40:15Z,,,,False,territory,False,2026-09-04T10:12:00Z,False,False,media,https://chelny-izvest.ru/news/utility/podval-v-kanalizacii-uk-elektrotexnikov-zaplatit-straf-140-tysiac-rublei,reported,mo-92730000,Проблемы с трубами и затоплением в двух домах Набережных Челнов,context,16,not_editorially_useful,
"улица Карла Маркса, 12",needs_review,low,1,1,evt_22f91d37a1af8b61bebc5675,2026-09-05T15:47:50Z,55.8514996,,48.49710657761378,False,building,False,2026-09-04T09:44:11Z,True,False,media,https://t.me/zpravda/108559,planned,mo-92628000,"Отключение воды на улице Карла Маркса — улица Карла Маркса, 12",context,67,not_editorially_useful,
,needs_review,medium,1,3,evt_24f58933fc3e41e7a4277bfe,2026-09-05T21:40:15Z,,,,False,territory,False,2026-09-04T09:44:11Z,False,False,media,https://t.me/zpravda/108559,planned,mo-92628000,"Плановое отключение воды на улице Карла Маркса из-за подключения к новому водоводу — улице Карла Маркса, 37а",context,67,not_editorially_useful,
"улица Карла Маркса, 10",needs_review,low,1,1,evt_530a16805b3c33717e5e6c2e,2026-09-05T15:47:50Z,55.85199605,,48.49748442040088,False,building,False,2026-09-04T09:44:11Z,True,False,media,https://t.me/zpravda/108559,planned,mo-92628000,"Отключение воды на улице Карла Маркса — улица Карла Маркса, 10",context,67,not_editorially_useful,
"улица Карла Маркса, 2",needs_review,low,1,1,evt_5c8907c441b42895565e0c68,2026-09-05T15:47:50Z,55.8517664,,48.4899317,False,site,False,2026-09-04T09:44:11Z,True,False,media,https://t.me/zpravda/108559,planned,mo-92628000,"Отключение воды на улице Карла Маркса — улица Карла Маркса, 2",context,67,not_editorially_useful,
