id,legacyId,title,state,publishedAt,lastEvidenceAt,territoryId,precision,address,longitude,latitude,confidence,sourceKind,sourceUrl,usefulnessLevel,usefulnessScore,reviewed,evidenceCount,documentCount,publishReady,mapReady,sceneReady,auditResult,reasons,warnings,triage
evt_acf2b0c10ade402675f639e6,,2026 елда автомобильчеләр ташламалардан һәм субсидияләрдән файдалана ала: https://tatar-inform.tatar/news/2026-elda-avtomobilcelar-taslamalardan-ham-subsidiyalardan-faidalana-ala-5928702,unknown,2026-09-04T10:34:04Z,2026-09-05T19:06:35Z,mo-92730000,territory,,,,low,media,https://t.me/shahrichally/31396,context,0,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],context
evt_bb1a67eac750f5e80c8ed3c3,,2026 елда автомобильчеләр ташламалардан һәм субсидияләрдән файдалана ала: https://tatar-inform.tatar/news/2026-elda-avtomobilcelar-taslamalardan-ham-subsidiyalardan-faidalana-ala-5928702,unknown,2026-09-04T10:34:04Z,2026-09-05T19:06:30Z,mo-92636000,territory,,,,low,media,https://t.me/zamansulyshy/17377,context,0,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],context
evt_c1282df348c9a5f7fd53fcab,,2026 елда автомобильчеләр ташламалардан һәм субсидияләрдән файдалана ала: https://tatar-inform.tatar/news/2026-elda-avtomobilcelar-taslamalardan-ham-subsidiyalardan-faidalana-ala-5928702,unknown,2026-09-04T10:34:04Z,2026-09-05T19:06:28Z,mo-92615000,territory,,,,low,media,https://t.me/xezmet_gazetasi/59751,context,0,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],context
evt_c75bc0638582c21cf3967c61,,2026 елда автомобильчеләр ташламалардан һәм субсидияләрдән файдалана ала: https://tatar-inform.tatar/news/2026-elda-avtomobilcelar-taslamalardan-ham-subsidiyalardan-faidalana-ala-5928702,unknown,2026-09-04T10:34:04Z,2026-09-05T19:06:32Z,,territory,,,,low,media,https://t.me/sabatannars/47517,context,0,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],context
evt_cb92219452c73b2ed0e746f6,,2026 елда автомобильчеләр ташламалардан һәм субсидияләрдән файдалана ала: https://tatar-inform.tatar/news/2026-elda-avtomobilcelar-taslamalardan-ham-subsidiyalardan-faidalana-ala-5928702,unknown,2026-09-04T10:34:04Z,2026-09-05T19:06:27Z,mo-92613000,territory,,,,low,media,https://t.me/atnatani/14058,context,0,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],context
evt_d3a451cb9084df1f8d820ae5,,2026 елда автомобильчеләр ташламалардан һәм субсидияләрдән файдалана ала: https://tatar-inform.tatar/news/2026-elda-avtomobilcelar-taslamalardan-ham-subsidiyalardan-faidalana-ala-5928702,unknown,2026-09-04T10:34:04Z,2026-09-05T19:06:31Z,mo-92642000,territory,,,,low,media,https://t.me/muslumirc/44275,context,0,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],context
evt_ad5fd3faafcf4cfffbdd5e66,,Татарстанда автомобиль алучылар өчен нинди дәүләт ярдәме бар?,unknown,2026-09-04T10:30:00Z,2026-09-05T19:06:45Z,mo-92657000,territory,,,,low,media,https://tukai-rt.ru/news/amgyiat/tatarstanda-avtomobil-alucylar-ocen-nindi-daulat-iardame-bar,context,0,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],context
evt_d1b3e307cf629265ff6fafe2,,"Полицейские открыли огонь, преследуя пьяного водителя в Татарстане",resolved,2026-09-04T10:25:00Z,2026-09-05T19:06:42Z,mo-92629000,territory,,,,low,media,https://kaibicy.ru/news/novosti/policeiskie-otkryli-ogon-presleduia-pianogo-voditelia-v-tatarstane,context,59,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_a20df1144d0af0bdc8bb9bc6,,В Татарстане увеличили число получателей гранта «Жилищный сертификат педагогу»,unknown,2026-09-04T10:23:00Z,2026-09-05T19:06:39Z,mo-92618000,territory,,,,low,media,https://buinsk-tat.ru/news/vchera-segodnya-zavtra/v-tatarstane-uvelicili-cislo-polucatelei-granta-zilishhnyi-sertifikat-pedagogu,context,0,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],context
evt_e530e95bac9ab065ad2ac23d,,На улице 30 лет Победы после ремонта появятся велодорожки,planned,2026-09-04T10:20:25Z,2026-09-05T19:06:31Z,mo-92644101,territory,,,,low,media,https://t.me/ntr24ru/45240,useful,80,False,1,1,False,False,False,needs_review,['open_state_text_looks_finished'],[],priority_review
evt_a67137671165b1aa5e80d4ed,,В Челны едут лечиться из-за границы: БСМП приняла пациентов из 17 стран,reported,2026-09-04T10:15:47Z,2026-09-05T19:06:34Z,mo-92730000,territory,,,,low,media,https://t.me/chelny_news1/48607,context,20,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_3c56f99855fda08de8c6831f,,Ильсия Бадретдинова выступит на закрытии конкурса водителей грузовиков в Челнах!,reported,2026-09-04T10:12:02Z,2026-09-05T19:06:33Z,mo-92657000,territory,,,,low,media,https://t.me/yakti_ul/31313,context,20,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_83bc6c378a7aae63da1782f0,,Число пожилых людей в мире впервые превысило численность детей,reported,2026-09-04T10:10:02Z,2026-09-05T19:06:29Z,mo-92627000,territory,,,,low,media,https://t.me/zainsknews/60991,context,67,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_0f859735928b905caf112a0a,,"В связи с этим в субботу, 5 сентября, с 8.00 до 20.00 будет произведено отключение водоснабжения в следующих домах: N 2, 3, 10, 12, 37а — улице Карла Маркса, 2",planned,2026-09-04T09:44:11Z,2026-09-05T19:06:29Z,mo-92628000,site,"улица Карла Маркса, 2",48.4899317,55.8517664,low,media,https://t.me/zpravda/108559,context,67,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_11bd76c6741e5e3ddfff67b0,,"В связи с этим в субботу, 5 сентября, с 8.00 до 20.00 будет произведено отключение водоснабжения в следующих домах: N 2, 3, 10, 12, 37а — улице Карла Маркса, 37а",planned,2026-09-04T09:44:11Z,2026-09-05T19:06:29Z,mo-92628000,building,"улица Карла Маркса, 37а",48.49650836179667,55.8507991,low,media,https://t.me/zpravda/108559,context,67,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_18c6b56c6064a6941a023e58,,"В связи с этим в субботу, 5 сентября, с 8.00 до 20.00 будет произведено отключение водоснабжения в следующих домах: N 2, 3, 10, 12, 37а — улице Карла Маркса, 12",planned,2026-09-04T09:44:11Z,2026-09-05T19:06:29Z,mo-92628000,building,"улица Карла Маркса, 12",48.49710657761378,55.8514996,low,media,https://t.me/zpravda/108559,context,67,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_22f91d37a1af8b61bebc5675,,"Отключение воды на улице Карла Маркса — улица Карла Маркса, 12",planned,2026-09-04T09:44:11Z,2026-09-05T15:47:50Z,mo-92628000,building,"улица Карла Маркса, 12",48.49710657761378,55.8514996,low,media,https://t.me/zpravda/108559,context,67,True,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_32d6f4552139b159197eaeab,,"В связи с этим в субботу, 5 сентября, с 8.00 до 20.00 будет произведено отключение водоснабжения в следующих домах: N 2, 3, 10, 12, 37а — улице Карла Маркса, 10",planned,2026-09-04T09:44:11Z,2026-09-05T19:06:29Z,mo-92628000,building,"улица Карла Маркса, 10",48.49748442040088,55.85199605,low,media,https://t.me/zpravda/108559,context,67,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_530a16805b3c33717e5e6c2e,,"Отключение воды на улице Карла Маркса — улица Карла Маркса, 10",planned,2026-09-04T09:44:11Z,2026-09-05T15:47:50Z,mo-92628000,building,"улица Карла Маркса, 10",48.49748442040088,55.85199605,low,media,https://t.me/zpravda/108559,context,67,True,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_5c8907c441b42895565e0c68,,"Отключение воды на улице Карла Маркса — улица Карла Маркса, 2",planned,2026-09-04T09:44:11Z,2026-09-05T15:47:50Z,mo-92628000,site,"улица Карла Маркса, 2",48.4899317,55.8517664,low,media,https://t.me/zpravda/108559,context,67,True,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_8d55500615e215423842ad1b,,"В связи с этим в субботу, 5 сентября, с 8.00 до 20.00 будет произведено отключение водоснабжения в следующих домах: N 2, 3, 10, 12, 37а — улице Карла Маркса, 3",planned,2026-09-04T09:44:11Z,2026-09-05T19:06:29Z,mo-92628000,building,"улица Карла Маркса, 3",48.48866021253663,55.85129725,low,media,https://t.me/zpravda/108559,context,67,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_8e8c646c1539c72ed2af5e7e,,"Отключение воды на улице Карла Маркса — улица Карла Маркса, 37а",planned,2026-09-04T09:44:11Z,2026-09-05T15:47:50Z,mo-92628000,building,"улица Карла Маркса, 37а",48.49650836179667,55.8507991,low,media,https://t.me/zpravda/108559,context,67,True,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_ef1fcb27fb27e780e6948a8f,,"Отключение воды на улице Карла Маркса — улица Карла Маркса, 3",planned,2026-09-04T09:44:11Z,2026-09-05T15:47:50Z,mo-92628000,building,"улица Карла Маркса, 3",48.48866021253663,55.85129725,low,media,https://t.me/zpravda/108559,context,67,True,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_4cd6a9cf0ab8c946c38ba19b,,От слов к делу: финансисты Зеленодольского района сдали ГТО!,reported,2026-09-04T09:40:22Z,2026-09-05T19:06:29Z,mo-92628000,territory,,,,low,media,https://t.me/zpravda/108553,context,0,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],context
evt_7ee149fdbf8fb36f6509b253,,Продлили приём заявок на премии «Промышленная робототехника» и «Автоматизация и роботизация складской логистики» — до 14 сентября,reported,2026-09-04T09:36:01Z,2026-09-05T19:06:25Z,RU-TA,territory,,,,low,media,https://t.me/universityinnopolis/3577,useful,62,False,1,1,True,False,False,ready,[],[],publish_now
evt_1f4c38790a59d536d5b8fd25,,"Полицейские открыли огонь, преследуя пьяного водителя в Татарстане",resolved,2026-09-04T09:35:00Z,2026-09-05T19:06:25Z,,territory,,,,low,media,https://t.me/tatmediaofficial/158543,context,59,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_b2c5ee4506707dec117dca05,,"Героиня нашего сюжета – сотрудник полиции, а именно центра исполнения административного законодательства. Ежедневно она оформляет больше 20 протоколов по нарушениям правопорядка. 1 сентября подразделение отметило 29 лет со дня образования.",reported,2026-09-04T09:32:24Z,2026-09-05T19:06:26Z,mo-92608000,territory,,,,low,media,https://t.me/uvt24/32675,context,0,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],context
evt_0f3242b2e51f66420fd48e75,,"Рассказали, как вести себя при угрозе теракта",unknown,2026-09-04T09:31:00Z,2026-09-05T19:06:42Z,mo-92634000,territory,,,,low,media,https://laishevskyi.ru/news/antiterror/rasskazali-kak-vesti-sebia-pri-ugroze-terakta,context,20,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_7825f9bde9eeb9566bbd50f4,,Гимназиядә янгын куркынычсызлыгы буенча өйрәнүләр узды,reported,2026-09-04T09:26:00Z,2026-09-05T19:06:37Z,mo-92607000,territory,,,,low,media,https://alki-rt.ru/news/yangyn-kurkynychsyzlygy/gimnaziiada-iangyn-kurkynycsyzlygy-buenca-oiranular-uzdy,context,42,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_5bf93b7eb2d2a9fc30829f39,,Социальная экспедиция в Дрожжановском техникуме: учимся выигрывать гранты!,unknown,2026-09-04T09:24:49Z,2026-09-05T19:06:28Z,mo-92624000,territory,,,,low,media,https://t.me/drozzanoe90/20783,context,20,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_572d70bf15521867d7090423,,Татарстанның төп символы булган Сөембикә манарасында масштаблы ремонт башланды,unknown,2026-09-04T09:14:00Z,2026-09-05T19:06:38Z,mo-92701000,territory,,,,low,media,https://atnya-rt.ru/news/khbrlr/tatarstannyn-top-simvoly-bulgan-soembika-manarasynda-masstably-remont-baslandy,context,0,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],context
evt_b78448fb6542f05cc5a7ecba,,Новое дело волонтеров Нурлата: теперь и браслеты выживания,unknown,2026-09-04T09:02:54Z,2026-09-05T19:06:32Z,mo-92646000,territory,,,,low,media,https://t.me/nurlatinform/82233,context,16,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_e9ff6245eab9bca80937e599,,Айгөл Таҗиевадан чүпрәсез камырлы пәрәмәчләр рецепты,reported,2026-09-04T09:02:42Z,2026-09-05T19:06:28Z,mo-92615000,territory,,,,low,media,https://t.me/xezmet_gazetasi/59747,context,0,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],context
evt_6f4cf49df38ff9dbe1d6b489,,Айгөл Таҗиевадан чүпрәсез камырлы пәрәмәчләр рецепты,reported,2026-09-04T09:00:00Z,2026-09-05T19:06:39Z,mo-92615151,territory,,,,low,media,https://baltaci.ru/news/ash-su-blmse/aigol-taievadan-cuprasez-kamyrly-paramaclar-recepty-1788497735,context,0,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],context
evt_0e21a6639a2c5ceb74f0979a,,В Татарстане в 2027 году откроют четыре новых кластера «Профессионалитета»,reported,2026-09-04T08:58:00Z,2026-09-05T19:06:44Z,mo-92644000,territory,,,,low,media,https://nizhnekamsk-rt.ru/news/obschestvo/v-tatarstane-v-2027-godu-otkroiut-cetyre-novyx-klastera-professionaliteta,context,50,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_e70c94988495a0db5c9762db,,Чаллы янындагы авариядә 26 яшьлек хатын-кыз һәлак булды 😱: https://shahrichalli.ru/news/kich-bgen-irtg/cally-ianyndagy-avariiada-26-iaslek-xatyn-kyz-halak-buldy,unknown,2026-09-04T08:50:33Z,2026-09-05T19:06:35Z,mo-92730000,territory,,,,low,media,https://t.me/shahrichally/31393,context,0,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],context
evt_52eda4bcf6faa22f8d6c3e00,,Минсельхозпрод РТ объявляет отбор по гранту «Агромативатор»,unknown,2026-09-04T08:47:00Z,2026-09-05T19:06:45Z,mo-92652000,territory,,,,low,media,https://saby-rt.ru/news/novosti/minselxozprod-rt-obieiavliaet-otbor-po-grantu-agromativator,context,16,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_e4bfe0888dd522f26e8b331e,,64 двора отремонтировали в Зеленодольском районе,reported,2026-09-04T08:40:24Z,2026-09-05T19:06:29Z,mo-92628000,territory,,,,low,media,https://t.me/zpravda/108540,useful,79,False,1,1,True,False,False,ready,[],[],publish_now
evt_734af3909bc5b90b4ece6aec,,Минсельхозпрод РТ объявляет отбор по гранту «Агромативатор»,unknown,2026-09-04T08:38:00Z,2026-09-05T19:06:42Z,mo-92629000,territory,,,,low,media,https://kaibicy.ru/news/novosti/minselxozprod-rt-obieiavliaet-otbor-po-grantu-agromativator,context,0,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],context
evt_5888b0e961f98ca533b37761,,Над регионами России за ночь уничтожено 490 беспилотников ✈💥,unknown,2026-09-04T08:35:16Z,2026-09-05T19:06:34Z,mo-92659000,territory,,,,low,media,https://t.me/chistopol_news/41969,context,0,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],context
evt_6de8b7572c4a087da48a888b,,Казанда 117 түләнмәгән штрафы булган йөртүчедән машинасын алганнар,resolved,2026-09-04T08:35:00Z,2026-09-05T19:06:45Z,mo-92701000,territory,,,,low,media,https://sarman-rt.ru/news/iminlek/kazanda-117-tulanmagan-strafy-bulgan-iortucedan-masinasyn-algannar,context,0,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],context
evt_f1fec07051e3a6edce51cdd5,,Минсельхозпрод РТ объявляет отбор по гранту «Агромативатор»,unknown,2026-09-04T08:34:00Z,2026-09-05T19:06:43Z,mo-92638000,territory,,,,low,media,https://mamadysh-rt.ru/news/obshchestvo/minselxozprod-rt-obieiavliaet-otbor-po-grantu-agromativator,context,0,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],context
evt_3943e3e8e4a3f8680d59b54e,,Минсельхозпрод РТ объявляет отбор по гранту «Агромативатор»,unknown,2026-09-04T08:31:00Z,2026-09-05T19:06:41Z,mo-92626000,territory,,,,low,media,https://elabuga-rt.ru/news/novosti/minselxozprod-rt-obieiavliaet-otbor-po-grantu-agromativator,context,0,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],context
evt_65eff7a4729c7d5689ff0392,,Минсельхозпрод РТ объявляет отбор по гранту «Агромативатор»,unknown,2026-09-04T08:29:00Z,2026-09-05T19:06:40Z,mo-92622000,territory,,,,low,media,https://biektaw.ru/news/v-respublike/minselxozprod-rt-obieiavliaet-otbor-po-grantu-agromativator,context,0,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],context
evt_2feeba8011d954a21bfeeb33,,Каждую пятницу мы просим вас принять активное участие в финансовой помощи для закупки необходимых вещей НАШИМ РЕБЯТАМ. Традиционно сумма перевода составляет 333 руб.,unknown,2026-09-04T08:27:38Z,2026-09-05T19:06:33Z,mo-92656000,territory,,,,low,media,https://t.me/TulInformm/35565,context,42,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_b29fea4e861cbe57465b65f0,,У челнинки сгорел гарнитур на кухне из-за замкнувшей проводки,reported,2026-09-04T08:20:33Z,2026-09-05T19:06:34Z,mo-92730000,territory,,,,low,media,https://t.me/chelny_news1/48604,context,20,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_1060dfef7d9ec7d82cd18b4d,,Минсельхозпрод РТ объявляет отбор по гранту «Агромативатор»,unknown,2026-09-04T08:19:00Z,2026-09-05T19:06:45Z,mo-92650000,territory,,,,low,media,https://rsloboda-rt.ru/news/obschestvo-i-myi/minselxozprod-rt-obieiavliaet-otbor-po-grantu-agromativator,context,0,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],context
evt_d09de7bc2de5b7db94cdbddf,,В Урсале приступили к ремонту моста,in_progress,2026-09-04T08:17:00Z,2026-09-05T19:06:38Z,mo-92608000,territory,,,,low,media,https://almetievsk-ru.ru/news/gorod/v-ursale-pristupili-k-remontu-mosta,useful,87,False,1,1,True,False,False,ready,[],[],publish_now
evt_00374ade811ceb56dcdf4e46,,1 сентября в нижней части Агрыза открыла двери новая гимназия №1 имени Героя Советского Союза Асафа Абдрахманова,unknown,2026-09-04T08:15:00Z,2026-09-05T19:06:35Z,mo-92601000,territory,,,,low,media,https://agryz-rt.ru/news/pecatnaia-versiia/devianosto-let-istorii-i-novaia-zizn-gimnaziia-1-v-agryze-vstretila-ucenikov-v-novom-zdanii,context,20,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_d54b15549ba37ec096ea4fa2,,"Хлеб «Столичный» обновили: меньше жиров, больше удобства",resolved,2026-09-04T08:14:00Z,2026-09-05T19:06:40Z,mo-92624000,territory,,,,low,media,https://chuprale-online.ru/news/obschestvo/xleb-stolicnyi-obnovili-mense-zirov-bolse-udobstva,context,16,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_c7b093cf219d2b0a2a9ea869,,"Протяжённость водопроводных сетей Альметьевска — около 320 км. Часть труб давно в эксплуатации, они подвержены коррозии и другим дефектам. И периодически это приводит к авариям. Жители сразу нескольких домов месяцами ждут, когда ответственные службы завершат ремонтные работы и восстановят тротуары. Подробнее – в сюжете Елены Бауэр.",unknown,2026-09-04T08:12:17Z,2026-09-05T19:06:26Z,mo-92608101,territory,,,,low,media,https://t.me/uvt24/32672,context,42,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_bfb6b91d05e3e26136ed93fc,,Яшел Үзән районында 64 ишегалды ремонтланган,unknown,2026-09-04T08:11:35Z,2026-09-05T19:06:30Z,mo-92628101,territory,,,,low,media,https://t.me/yasheluzan/54081,context,20,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_9c118f1efd510fe54030b1ed,,Татарстан Авыл хуҗалыгы министрлыгы «Агромотиватор» гранты буенча сайлап алуны игълан итә,unknown,2026-09-04T08:08:00Z,2026-09-05T19:06:43Z,mo-92636000,territory,,,,low,media,https://zamansulyshy.ru/news/jemgyiyat/tatarstan-avyl-xualygy-ministrlygy-agromotivator-granty-buenca-sailap-aluny-igielan-ita,context,0,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],context
evt_ef26081287bd71e4ccbe7c82,,У челнинки сгорел гарнитур на кухне из-за замкнувшей проводки,unknown,2026-09-04T08:04:00Z,2026-09-05T19:06:46Z,mo-92730000,territory,,,,low,media,https://chelny-izvest.ru/news/proisshestviya/u-celninki-sgorel-garnitur-na-kuxne-iz-za-zamknuvsei-provodki,context,0,False,1,1,False,False,False,needs_review,"['summary_too_short', 'not_editorially_useful']",[],context
evt_380dac0b519533471177009d,,"Озак еллар бинага капиталь ремонт ясау мәсьәләсе көн тәртибендә бик кискен торды һәм, ниһаять, республика ярдәме һәм нефтьчеләр тырышлыгы белән әлеге тулай тора",unknown,2026-09-04T08:03:01Z,2026-09-05T19:06:26Z,mo-92608000,territory,,,,low,media,https://t.me/atannary/29069,context,42,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_05206e6a5ca06b523caf1d6d,,Минсельхозпрод РТ объявляет отбор по гранту «Агромативатор»,unknown,2026-09-04T08:02:00Z,2026-09-05T19:06:38Z,mo-92613000,territory,,,,low,media,https://atnya-rt.ru/news/khbrlr/minselxozprod-rt-obieiavliaet-otbor-po-grantu-agromativator,context,0,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],context
evt_109de77e09b19930d261ed1d,,В Елабуге из-за аварии и ремонта ограничили холодную и горячую воду,unknown,2026-09-04T08:00:00Z,2026-09-05T19:06:41Z,mo-92626101,settlement,Елабуга,52.0539938,55.7577131,low,media,https://elabuga-rt.ru/news/novosti/v-elabuge-iz-za-avarii-i-remonta-ogranicili-xolodnuiu-i-goriacuiu-vodu,context,20,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_f604d6a300c919e4c00fcff3,,В Татарстане стартовал третий отбор по гранту «Агромотиватор» для ветеранов СВО,unknown,2026-09-04T08:00:00Z,2026-09-05T19:06:40Z,mo-92620000,territory,,,,low,media,https://vuslon.ru/news/obschestvo/v-tatarstane-startoval-tretii-otbor-po-grantu-agromotivator-dlia-veteranov-svo,context,0,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],context
evt_e9bcab88e78d52ec20d3f7da,,Минсельхозпрод РТ объявляет отбор по гранту «Агромативатор»,unknown,2026-09-04T07:58:00Z,2026-09-05T19:06:44Z,mo-92640000,territory,,,,low,media,https://menzela.ru/news/zhizn-respubliki/minselxozprod-rt-obieiavliaet-otbor-po-grantu-agromativator,context,0,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],context
evt_d226b953b39e057f40802595,,"Внимание! 4 сентября на территории Алькеевского района местами ожидаются: ночью и днем гроза с кратковременными усилениями ветра 15-18 м/с, ночью и утром туман.",reported,2026-09-04T07:50:46Z,2026-09-05T19:06:26Z,mo-92607000,territory,,,,low,media,https://t.me/alki_vesti/20573,context,0,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],context
evt_1fde0bd32ab25f7f1e6ad09e,,Минсельхозпрод РТ объявляет отбор по гранту «Агромативатор»,unknown,2026-09-04T07:41:00Z,2026-09-05T19:06:39Z,mo-92617000,territory,,,,low,media,https://bugulma-tatarstan.ru/news/news/minselxozprod-rt-obieiavliaet-otbor-po-grantu-agromativator,context,16,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_4c2abdb052fe714039bb7509,,Арча районында тарихи вакыйга: йөзенче мәчет төзелә,in_progress,2026-09-04T07:41:00Z,2026-09-05T19:06:38Z,mo-92612151,territory,,,,low,media,https://arskmedia.ru/news/rayon-yaalyklary/arca-raionynda-tarixi-vakyiga-iozence-macet-tozela,useful,79,False,1,1,True,False,False,ready,[],[],publish_now
evt_b94a3792eff20c4475e97d99,,Минсельхозпрод РТ объявляет отбор по гранту «Агромативатор»,unknown,2026-09-04T07:41:00Z,2026-09-05T19:06:39Z,mo-92618000,territory,,,,low,media,https://buinsk-tat.ru/news/vchera-segodnya-zavtra/minselxozprod-rt-obieiavliaet-otbor-po-grantu-agromativator,context,0,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],context
evt_b9516ddd4ead00a91aa81569,,"У 60-летнего мужчины из Нижнекамской больницы извлекли зубной имплант, который провалился в гайморову пазуху и оказался под глазницей",reported,2026-09-04T07:40:15Z,2026-09-05T19:06:29Z,mo-92628000,territory,,,,low,media,https://t.me/zpravda/108538,context,36,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_bf3b89f415580759d9a963fe,,"Приёмные семьи из Буинского, Спасского и Дрожжановского районов отправились в совместную поездку в Ульяновск.",unknown,2026-09-04T07:35:57Z,2026-09-05T19:06:28Z,mo-92618000,territory,,,,low,media,https://t.me/buinsknews/47198,context,20,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_3dad9821ff6408ca1d4b6eb2,,Минсельхозпрод РТ объявляет отбор по гранту «Агромативатор»,unknown,2026-09-04T07:30:00Z,2026-09-05T19:06:41Z,mo-92627000,territory,,,,low,media,https://zainsk-inform.ru/news/obschestvo/minselxozprod-rt-obieiavliaet-otbor-po-grantu-agromativator,context,0,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],context
evt_b768bf3e2a2a6847b4398f90,,Цифровой ID в МАКС: Татарстан в числе лидеров по заселению в гостиницы,reported,2026-09-04T07:29:00Z,2026-09-05T19:06:44Z,mo-92646000,territory,,,,low,media,https://nurlat-tat.ru/news/novosti/cifrovoi-id-v-maks-tatarstan-v-cisle-liderov-po-zaseleniiu-v-gostinicy,context,0,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],context
evt_2dde5bd661c345177744b955,,Минсельхозпрод Татарстана объявляет отбор по гранту «Агромативатор»,unknown,2026-09-04T07:27:00Z,2026-09-05T19:06:40Z,mo-92624000,territory,,,,low,media,https://chuprale-online.ru/news/obschestvo/minselxozprod-tatarstana-obieiavliaet-otbor-po-grantu-agromativator,context,16,False,2,2,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
evt_f5108ee41cfb5f038a584d5a,,Минсельхозпрод РТ объявляет отбор по гранту «Агромативатор»,unknown,2026-09-04T07:27:00Z,2026-09-05T19:06:43Z,mo-92639000,territory,,,,low,media,https://mendeleevskyi.ru/news/selskoe-xoziaistvo/minselxozprod-rt-obieiavliaet-otbor-po-grantu-agromativator,context,0,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],context
evt_545eae072cbbd2a82439dbaf,,Минсельхозпрод РТ объявляет отбор по гранту «Агромативатор»,unknown,2026-09-04T07:23:00Z,2026-09-05T19:06:38Z,mo-92608000,territory,,,,low,media,https://almetievsk-ru.ru/news/goryachie-novosti/minselxozprod-rt-obieiavliaet-otbor-po-grantu-agromativator,context,16,False,1,1,False,False,False,needs_review,['not_editorially_useful'],[],priority_review
