id,legacyId,title,state,publishedAt,lastEvidenceAt,territoryId,precision,address,longitude,latitude,confidence,sourceKind,sourceUrl,usefulnessLevel,usefulnessScore,reviewed,evidenceCount,documentCount,publishReady,mapReady,sceneReady,auditResult,reasons,warnings,sourceReachable,sourceHttpStatus,sourceFinalUrl,disposition,sourceProbeError
evt_e2f1fe591a93a0d578d29cbc,,В Балык-Бистәсе районе произошло 3 пожара,reported,2026-09-04T11:33:29Z,2026-09-05T20:04:19Z,mo-92650151,territory,,,,medium,media,https://t.me/rusloboda/35322,useful,62,False,1,1,True,False,False,ready,,,True,200,https://t.me/rusloboda/35322,publish_ready,
evt_e658c2ac461dd39a3c1e9028,,"Жители Альметьевска ждут, когда ответственные службы завершат ремонтные работы и восстановят тротуары",unknown,2026-09-04T11:31:00Z,2026-09-05T19:31:56Z,mo-92608101,territory,,,,low,media,https://almetievsk-ru.ru/news/gorod/ziteli-almetevska-zdut-kogda-otvetstvennye-sluzby-zaversat-remontnye-raboty-i-vosstanoviat-trotuary,context,42,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://almetievsk-ru.ru/news/gorod/ziteli-almetevska-zdut-kogda-otvetstvennye-sluzby-zaversat-remontnye-raboty-i-vosstanoviat-trotuary,fact_and_geo_recheck,
evt_3c5b5475baab34f29783ee96,,В Балтаче и Салавыче строят комплекс из 10 одноэтажных домов,in_progress,2026-09-04T11:30:48Z,2026-09-05T20:04:19Z,mo-92615000,territory,,,,medium,media,https://t.me/xezmet_gazetasi/59752,useful,79,False,2,1,True,False,False,ready,,,True,200,https://t.me/xezmet_gazetasi/59752,publish_ready,
evt_9b8fbdaddbea824b8e344af3,,В Буинском районе началась выдача разрешений на добычу пушных зверей,unknown,2026-09-04T11:27:20Z,2026-09-05T20:04:19Z,mo-92618000,territory,,,,medium,media,https://t.me/buinsknews/47201,useful,79,False,2,1,True,False,False,ready,,,True,200,https://t.me/buinsknews/47201,publish_ready,
evt_fcddad998101d900a9e3948a,,Восстановление сооружения признано экономически нецелесообразным — стоимость капитального ремонта сопоставима со строительством нового объекта.,reported,2026-09-04T11:26:57Z,2026-09-05T19:31:46Z,mo-92618419,settlement,Большое Фролово,48.4087761,55.0500105,low,media,https://t.me/buinsknews/47200,useful,70,False,1,1,True,False,False,ready,,,True,200,https://t.me/buinsknews/47200,publish_ready,
evt_4f2444c053aff9556959b92a,,В Татарстане ожидается ухудшение погоды,planned,2026-09-04T11:23:46Z,2026-09-05T19:31:46Z,mo-92618000,territory,,,,low,media,https://t.me/buinsknews/47199,context,0,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/buinsknews/47199,context_only,
evt_4c802d44b5e1e0e8ab60e89d,,В Казани у водителя изъяли автомобиль за множество неоплаченных штрафов,reported,2026-09-04T11:22:00Z,2026-09-05T20:04:19Z,mo-92701000,territory,,,,medium,media,https://atnya-rt.ru/news/yukhidi/kazanda-tulanmagan-straflary-iozdan-artyp-kitkan-masina-iortucenen-masinasyn-algannar,context,0,False,2,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://atnya-rt.ru/news/yukhidi/kazanda-tulanmagan-straflary-iozdan-artyp-kitkan-masina-iortucenen-masinasyn-algannar,context_only,
evt_288aa9189132939a9fd175f7,,Ремонт моста через реку Тойма в Елабужском районе планируют завершить значительно раньше первоначального срока.,resolved,2026-09-04T11:21:34Z,2026-09-05T19:31:53Z,mo-92730000,territory,,,,low,media,https://t.me/chelny_news1/48614,useful,70,False,1,1,False,False,False,needs_review,resolved_text_looks_open,,True,200,https://t.me/chelny_news1/48614,fact_and_geo_recheck,
evt_d644e485d659af5dfe62f936,,Открыт отбор по гранту «Агромотиватор»,reported,2026-09-04T11:18:00Z,2026-09-05T20:05:03Z,mo-92655000,territory,,,,medium,media,https://tetyushy.ru/news/obshchestvo/minselxozprod-rt-obieiavliaet-otbor-po-grantu-agromativator,context,0,False,2,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://tetyushy.ru/news/obshchestvo/minselxozprod-rt-obieiavliaet-otbor-po-grantu-agromativator,context_only,
evt_aaf3379a3e2d3cd2935b07f5,,Во Дворце культуры «Энергетик» торжественно открыли новый сезон образовательного проекта для людей старшего поколения.,resolved,2026-09-04T11:14:00Z,2026-09-05T19:31:54Z,mo-92730000,settlement,Набережные Челны,52.399207,55.7419774,low,official,https://nabchelny.ru/news/62353,useful,79,False,2,2,True,False,False,ready,,,True,200,https://nabchelny.ru/news/62353,publish_ready,
evt_13d0a6e42f0b30d58abe6a9a,,Мост через Тойму в Татарстане могут открыть на год раньше,unknown,2026-09-04T11:12:00Z,2026-09-05T19:32:04Z,mo-92730000,territory,,,,low,media,https://chelny-izvest.ru/news/facts/most-cerez-toimu-v-tatarstane-mogut-otkryt-na-god-ranse,context,16,False,1,1,False,False,False,needs_review,summary_too_short|not_editorially_useful,,True,200,https://chelny-izvest.ru/news/facts/most-cerez-toimu-v-tatarstane-mogut-otkryt-na-god-ranse,fact_and_geo_recheck,
evt_9ea22a01a182c863eff41bf5,,"Подготовлен комплексный информационный доклад ""Социально-экономическое положение Республики Татарстан"" за январь-июль 2026 года",unknown,2026-09-04T11:06:00Z,2026-09-05T19:31:42Z,RU-TA,territory,,,,low,official,https://16.rosstat.gov.ru/news/document/289820,context,0,False,1,1,False,False,False,needs_review,not_editorially_useful,source_unreachable_at_audit,False,,,context_only,URLError
evt_589eb0fd0c79dfe1a9fe45c5,,Сөембикә манарасында масштаблы ремонт башланды,reported,2026-09-04T11:04:00Z,2026-09-05T20:05:04Z,mo-92701000,territory,,,,medium,media,https://sarman-rt.ru/news/rubriki-dlya-gazetyi-na-tatarskom/tatarstannyn-top-simvoly-bulgan-soembika-manarasynda-masstably-remont-baslandy,context,16,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://sarman-rt.ru/news/rubriki-dlya-gazetyi-na-tatarskom/tatarstannyn-top-simvoly-bulgan-soembika-manarasynda-masstably-remont-baslandy,fact_and_geo_recheck,
evt_dab5d03912e0044bd7fc9127,,Татарстанцев предупреждают о повышенной опасности лосей,reported,2026-09-04T11:03:14Z,2026-09-05T19:31:51Z,mo-92650000,territory,,,,low,media,https://t.me/rusloboda/35321,context,0,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/rusloboda/35321,context_only,
evt_f0d6bcbc780d65b28f75cc7a,,"В Художественной галерее открылась экспозиция «По следам Тукая», приуроченная к 140-летию великого татарского поэта.",resolved,2026-09-04T11:02:21Z,2026-09-05T19:31:47Z,mo-92628101,territory,,,,low,media,https://t.me/zpravda/108564,useful,79,False,1,1,True,False,False,ready,,,True,200,https://t.me/zpravda/108564,publish_ready,
evt_9efdd49c4dc3ee144c6f0c97,,Сейчас он проходит подготовку перед отправкой на передовую.,unknown,2026-09-04T11:00:56Z,2026-09-05T19:31:43Z,,territory,,,,low,media,https://t.me/tatmediaofficial/158546,context,20,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/tatmediaofficial/158546,fact_and_geo_recheck,
evt_48a20a38d3a768b10283dc69,,В Нурлате ожидаются ливень и град,reported,2026-09-04T11:00:00Z,2026-09-05T19:32:02Z,mo-92646000,territory,,,,low,media,https://nurlat-tat.ru/news/pogoda/v-nurlate-ozidaiutsia-liven-i-grad-1788519934,context,20,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://nurlat-tat.ru/news/pogoda/v-nurlate-ozidaiutsia-liven-i-grad-1788519934,fact_and_geo_recheck,
evt_71a75dbd7cf04a759bf01ef0,,В Балтаче и Салавыче строят жилой комплекс из 10 одноэтажных домов,in_progress,2026-09-04T11:00:00Z,2026-09-05T20:05:04Z,mo-92615151,territory,,,,medium,media,https://baltaci.ru/news/kon-temasy/baltacta-ham-salavyc-avylynda-10-ber-etazly-iorttan-torgan-kompleks-tozela,useful,79,False,2,1,True,False,False,ready,,,True,200,https://baltaci.ru/news/kon-temasy/baltacta-ham-salavyc-avylynda-10-ber-etazly-iorttan-torgan-kompleks-tozela,publish_ready,
evt_9eb65b3513607df7a67a354d,,В Зеленодольске после масштабного капремонта открыли спортивную школу олимпийского резерва № 1,resolved,2026-09-04T11:00:00Z,2026-09-05T20:05:04Z,mo-92628101,settlement,Зеленодольск,48.5097031,55.8477605,medium,media,https://zpravda.ru/news/novosti/v-zelenodolske-posle-masstabnogo-kapremonta-otkryli-sportivnuiu-skolu-olimpiiskogo-rezerva-1,useful,87,False,1,1,True,False,False,ready,,,True,200,https://zpravda.ru/news/novosti/v-zelenodolske-posle-masstabnogo-kapremonta-otkryli-sportivnuiu-skolu-olimpiiskogo-rezerva-1,publish_ready,
evt_c4dc703edd0d92032cdd70bb,,Увеличен грант для театра имени Тинчурина в Казани,reported,2026-09-04T11:00:00Z,2026-09-05T20:05:40Z,mo-92656000,territory,,,,medium,media,https://tulachi.ru/news/v-respublike/kazanda-tincurin-teatry-ocen-grantny-arttyrdylar,context,16,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://tulachi.ru/news/v-respublike/kazanda-tincurin-teatry-ocen-grantny-arttyrdylar,fact_and_geo_recheck,
evt_1f528ad271f062105bf3866f,,"Гостей ждут выступление оркестра «Милли музыка», акустический лайв Defne, мастер-классы по строительству скворечников, рисованию натюрмортов, созданию кашпо, эк",reported,2026-09-04T10:59:01Z,2026-09-05T19:32:05Z,mo-92701000,territory,,,,low,official,https://t.me/kzn_official/23595,useful,62,False,1,1,True,False,False,ready,,,True,200,https://t.me/kzn_official/23595,publish_ready,
evt_e086bd7d1586d222811f1e35,,Сейчас прямые рейсы в Мале из России выполняет только «Аэрофлот» из Москвы.,unknown,2026-09-04T10:58:08Z,2026-09-05T19:31:53Z,mo-92701000,territory,,,,low,media,https://t.me/chelny_news1/48612,context,20,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/chelny_news1/48612,fact_and_geo_recheck,
evt_78e03cf78bd670a6185bc75b,,В Татарстане напомнили о квоте рабочих мест для участников СВО,reported,2026-09-04T10:58:06Z,2026-09-05T19:59:45Z,mo-92614000,territory,,,,medium,media,https://t.me/BavlyinformNEWS/44436,context,16,False,2,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/BavlyinformNEWS/44436,fact_and_geo_recheck,
evt_d0609cb3d42f7e25a3a8cff0,,Подвал в канализации: УК «Электротехников» заплатит штраф 140 тысяч рублей,reported,2026-09-04T10:47:08Z,2026-09-05T19:32:04Z,mo-92730000,territory,,,,low,media,https://chelny-izvest.ru/news/utility/podval-v-kanalizacii-uk-elektrotexnikov-zaplatit-straf-140-tysiac-rublei,context,16,False,2,2,False,False,False,needs_review,not_editorially_useful,,True,200,https://chelny-izvest.ru/news/utility/podval-v-kanalizacii-uk-elektrotexnikov-zaplatit-straf-140-tysiac-rublei,fact_and_geo_recheck,
evt_d790b5bb7a10339c282f0c65,,Открыт отбор по проекту «Агромотиватор»,reported,2026-09-04T10:43:00Z,2026-09-05T20:05:40Z,mo-92656000,territory,,,,medium,media,https://tulachi.ru/news/v-respublike/minselxozprod-rt-obieiavliaet-otbor-po-grantu-agromativator,context,0,False,2,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://tulachi.ru/news/v-respublike/minselxozprod-rt-obieiavliaet-otbor-po-grantu-agromativator,context_only,
evt_1b535090ef7abaa7627bc61f,,Ремонт моста через Тойму завершат досрочно,unknown,2026-09-04T10:38:00Z,2026-09-05T19:31:58Z,mo-92626000,territory,,,,low,media,https://elabuga-rt.ru/news/novosti/remont-mosta-cerez-toimu-zaversat-dosrocno,context,50,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://elabuga-rt.ru/news/novosti/remont-mosta-cerez-toimu-zaversat-dosrocno,fact_and_geo_recheck,
evt_b362ec45b20e97783b2fcc22,,Жителей Пестречинского района предупредили о возможном отключении воды за долги,paused,2026-09-04T10:38:00Z,2026-09-05T19:32:02Z,mo-92648455,territory,,,,low,media,https://pestrecy-rt.ru/news/obschestvo/zitelei-pestrecinskogo-raiona-predupredili-o-vozmoznom-otkliucenii-vody-za-dolgi,useful,97,False,1,1,True,False,False,ready,,,True,200,https://pestrecy-rt.ru/news/obschestvo/zitelei-pestrecinskogo-raiona-predupredili-o-vozmoznom-otkliucenii-vody-za-dolgi,publish_ready,
evt_ddd579a9754ccf21de77a681,,"В Татарстане ожидаются гроза, усиление ветра и туман",reported,2026-09-04T10:38:00Z,2026-09-05T20:05:40Z,mo-92624000,territory,,,,medium,media,https://chuprale-online.ru/news/obschestvo/v-tatarstane-ozidaiutsia-groza-usilenie-vetra-i-tuman,context,0,False,2,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://chuprale-online.ru/news/obschestvo/v-tatarstane-ozidaiutsia-groza-usilenie-vetra-i-tuman,context_only,
evt_c6ceb5e60b174740fc6365fa,,Будут знать о правилах и основах пожарной безопасности со школьной скамьи,reported,2026-09-04T10:37:03Z,2026-09-05T19:31:53Z,mo-92730000,territory,,,,low,media,https://t.me/chelnytv/46155,context,36,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/chelnytv/46155,fact_and_geo_recheck,
evt_4055251925710a71d17193a3,,В 2026 году автомобилисты смогут воспользоваться льготами и субсидиями,reported,2026-09-04T10:34:04Z,2026-09-05T20:06:13Z,,territory,,,,medium,media,https://t.me/sabatannars/47517,context,0,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/sabatannars/47517,context_only,
evt_cf2ee6e0de4404557fa9b738,,В 2026 году автомобилисты смогут воспользоваться льготами и субсидиями,reported,2026-09-04T10:34:04Z,2026-09-05T20:06:53Z,mo-92653000,territory,,,,medium,media,https://t.me/sarman_rt/32019,context,0,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/sarman_rt/32019,context_only,
evt_ec6f446df0a81d4fbf9937ab,,В 2026 году автомобилисты смогут воспользоваться скидками и субсидиями,reported,2026-09-04T10:34:04Z,2026-09-05T20:06:13Z,mo-92615000,territory,,,,medium,media,https://t.me/xezmet_gazetasi/59751,context,0,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/xezmet_gazetasi/59751,context_only,
evt_d1b3e307cf629265ff6fafe2,,"Полицейские открыли огонь, преследуя пьяного водителя в Татарстане",resolved,2026-09-04T10:25:00Z,2026-09-05T19:31:59Z,mo-92629000,territory,,,,low,media,https://kaibicy.ru/news/novosti/policeiskie-otkryli-ogon-presleduia-pianogo-voditelia-v-tatarstane,context,59,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://kaibicy.ru/news/novosti/policeiskie-otkryli-ogon-presleduia-pianogo-voditelia-v-tatarstane,fact_and_geo_recheck,
evt_a20df1144d0af0bdc8bb9bc6,,В Татарстане увеличили число получателей гранта «Жилищный сертификат педагогу»,unknown,2026-09-04T10:23:00Z,2026-09-05T19:31:57Z,mo-92618000,territory,,,,low,media,https://buinsk-tat.ru/news/vchera-segodnya-zavtra/v-tatarstane-uvelicili-cislo-polucatelei-granta-zilishhnyi-sertifikat-pedagogu,context,0,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://buinsk-tat.ru/news/vchera-segodnya-zavtra/v-tatarstane-uvelicili-cislo-polucatelei-granta-zilishhnyi-sertifikat-pedagogu,context_only,
evt_e530e95bac9ab065ad2ac23d,,На улице 30 лет Победы после ремонта появятся велодорожки,planned,2026-09-04T10:20:25Z,2026-09-05T19:31:49Z,mo-92644101,territory,,,,low,media,https://t.me/ntr24ru/45240,useful,80,False,1,1,False,False,False,needs_review,open_state_text_looks_finished,,True,200,https://t.me/ntr24ru/45240,fact_and_geo_recheck,
evt_a67137671165b1aa5e80d4ed,,В Челны едут лечиться из-за границы: БСМП приняла пациентов из 17 стран,reported,2026-09-04T10:15:47Z,2026-09-05T19:31:53Z,mo-92730000,territory,,,,low,media,https://t.me/chelny_news1/48607,context,20,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/chelny_news1/48607,fact_and_geo_recheck,
evt_3c56f99855fda08de8c6831f,,Ильсия Бадретдинова выступит на закрытии конкурса водителей грузовиков в Челнах!,reported,2026-09-04T10:12:02Z,2026-09-05T19:31:51Z,mo-92657000,territory,,,,low,media,https://t.me/yakti_ul/31313,context,20,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/yakti_ul/31313,fact_and_geo_recheck,
evt_83bc6c378a7aae63da1782f0,,Число пожилых людей в мире впервые превысило численность детей,reported,2026-09-04T10:10:02Z,2026-09-05T19:31:47Z,mo-92627000,territory,,,,low,media,https://t.me/zainsknews/60991,context,67,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/zainsknews/60991,fact_and_geo_recheck,
evt_0eae2608777171ef9738c9c9,,"На улице Карла Маркса проведут подключение абонентов к новому водоводу — улице Карла Маркса, 37а",planned,2026-09-04T09:44:11Z,2026-09-05T20:06:53Z,mo-92628000,territory,,,,medium,media,https://t.me/zpravda/108559,context,67,False,3,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/zpravda/108559,fact_and_geo_recheck,
evt_22f91d37a1af8b61bebc5675,,"Отключение воды на улице Карла Маркса — улица Карла Маркса, 12",planned,2026-09-04T09:44:11Z,2026-09-05T15:47:50Z,mo-92628000,building,"улица Карла Маркса, 12",48.49710657761378,55.8514996,low,media,https://t.me/zpravda/108559,context,67,True,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/zpravda/108559,fact_recheck,
evt_530a16805b3c33717e5e6c2e,,"Отключение воды на улице Карла Маркса — улица Карла Маркса, 10",planned,2026-09-04T09:44:11Z,2026-09-05T15:47:50Z,mo-92628000,building,"улица Карла Маркса, 10",48.49748442040088,55.85199605,low,media,https://t.me/zpravda/108559,context,67,True,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/zpravda/108559,fact_recheck,
evt_5c8907c441b42895565e0c68,,"Отключение воды на улице Карла Маркса — улица Карла Маркса, 2",planned,2026-09-04T09:44:11Z,2026-09-05T15:47:50Z,mo-92628000,site,"улица Карла Маркса, 2",48.4899317,55.8517664,low,media,https://t.me/zpravda/108559,context,67,True,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/zpravda/108559,fact_recheck,
evt_8e8c646c1539c72ed2af5e7e,,"Отключение воды на улице Карла Маркса — улица Карла Маркса, 37а",planned,2026-09-04T09:44:11Z,2026-09-05T15:47:50Z,mo-92628000,building,"улица Карла Маркса, 37а",48.49650836179667,55.8507991,low,media,https://t.me/zpravda/108559,context,67,True,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/zpravda/108559,fact_recheck,
evt_ef1fcb27fb27e780e6948a8f,,"Отключение воды на улице Карла Маркса — улица Карла Маркса, 3",planned,2026-09-04T09:44:11Z,2026-09-05T15:47:50Z,mo-92628000,building,"улица Карла Маркса, 3",48.48866021253663,55.85129725,low,media,https://t.me/zpravda/108559,context,67,True,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/zpravda/108559,fact_recheck,
evt_4cd6a9cf0ab8c946c38ba19b,,От слов к делу: финансисты Зеленодольского района сдали ГТО!,reported,2026-09-04T09:40:22Z,2026-09-05T19:31:47Z,mo-92628000,territory,,,,low,media,https://t.me/zpravda/108553,context,0,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/zpravda/108553,context_only,
evt_040c411e93fff88c9716150a,,Продлён приём заявок на премии по промышленной робототехнике и складской логистике,reported,2026-09-04T09:36:01Z,2026-09-05T20:07:29Z,RU-TA,territory,,,,medium,media,https://t.me/universityinnopolis/3577,useful,62,False,1,1,True,False,False,ready,,,True,200,https://t.me/universityinnopolis/3577,publish_ready,
evt_1f4c38790a59d536d5b8fd25,,"Полицейские открыли огонь, преследуя пьяного водителя в Татарстане",resolved,2026-09-04T09:35:00Z,2026-09-05T19:31:43Z,,territory,,,,low,media,https://t.me/tatmediaofficial/158543,context,59,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/tatmediaofficial/158543,fact_and_geo_recheck,
evt_b2c5ee4506707dec117dca05,,"Героиня нашего сюжета – сотрудник полиции, а именно центра исполнения административного законодательства. Ежедневно она оформляет больше 20 протоколов по нарушениям правопорядка. 1 сентября подразделение отметило 29 лет со дня образования.",reported,2026-09-04T09:32:24Z,2026-09-05T19:31:44Z,mo-92608000,territory,,,,low,media,https://t.me/uvt24/32675,context,0,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/uvt24/32675,context_only,
evt_0f3242b2e51f66420fd48e75,,"Рассказали, как вести себя при угрозе теракта",unknown,2026-09-04T09:31:00Z,2026-09-05T19:32:00Z,mo-92634000,territory,,,,low,media,https://laishevskyi.ru/news/antiterror/rasskazali-kak-vesti-sebia-pri-ugroze-terakta,context,20,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://laishevskyi.ru/news/antiterror/rasskazali-kak-vesti-sebia-pri-ugroze-terakta,fact_and_geo_recheck,
evt_51a73ac5e61a636b72e53066,,Учебная эвакуация по пожарной безопасности в гимназии,reported,2026-09-04T09:26:00Z,2026-09-05T20:07:29Z,mo-92607000,territory,,,,medium,media,https://alki-rt.ru/news/yangyn-kurkynychsyzlygy/gimnaziiada-iangyn-kurkynycsyzlygy-buenca-oiranular-uzdy,context,42,False,2,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://alki-rt.ru/news/yangyn-kurkynychsyzlygy/gimnaziiada-iangyn-kurkynycsyzlygy-buenca-oiranular-uzdy,fact_and_geo_recheck,
evt_e887dae81ee4aab015cc87e4,,Минсельхозпрод РТ объявляет отбор по гранту «Агромативатор»,reported,2026-09-04T09:25:49Z,2026-09-05T20:07:29Z,mo-92624000,territory,,,,medium,media,https://t.me/drozzanoe90/20784,context,16,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/drozzanoe90/20784,fact_and_geo_recheck,
evt_5bf93b7eb2d2a9fc30829f39,,Социальная экспедиция в Дрожжановском техникуме: учимся выигрывать гранты!,unknown,2026-09-04T09:24:49Z,2026-09-05T19:31:46Z,mo-92624000,territory,,,,low,media,https://t.me/drozzanoe90/20783,context,20,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/drozzanoe90/20783,fact_and_geo_recheck,
evt_566fb6c8be5823c1e987fa45,,Началась масштабная реставрация Сююмбике-манарасы в Казанском кремле,reported,2026-09-04T09:14:00Z,2026-09-05T20:07:29Z,mo-92701000,territory,,,,medium,media,https://atnya-rt.ru/news/khbrlr/tatarstannyn-top-simvoly-bulgan-soembika-manarasynda-masstably-remont-baslandy,context,0,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://atnya-rt.ru/news/khbrlr/tatarstannyn-top-simvoly-bulgan-soembika-manarasynda-masstably-remont-baslandy,context_only,
evt_b78448fb6542f05cc5a7ecba,,Новое дело волонтеров Нурлата: теперь и браслеты выживания,unknown,2026-09-04T09:02:54Z,2026-09-05T19:31:50Z,mo-92646000,territory,,,,low,media,https://t.me/nurlatinform/82233,context,16,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/nurlatinform/82233,fact_and_geo_recheck,
evt_0e21a6639a2c5ceb74f0979a,,В Татарстане в 2027 году откроют четыре новых кластера «Профессионалитета»,reported,2026-09-04T08:58:00Z,2026-09-05T19:32:02Z,mo-92644000,territory,,,,low,media,https://nizhnekamsk-rt.ru/news/obschestvo/v-tatarstane-v-2027-godu-otkroiut-cetyre-novyx-klastera-professionaliteta,context,50,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://nizhnekamsk-rt.ru/news/obschestvo/v-tatarstane-v-2027-godu-otkroiut-cetyre-novyx-klastera-professionaliteta,fact_and_geo_recheck,
evt_520833535cd85d92016d211f,,26 яшьлек хатын-кызның Чаллы янындагы авариядә һәлак булуы,reported,2026-09-04T08:50:33Z,2026-09-05T20:08:01Z,mo-92730000,territory,,,,medium,media,https://t.me/shahrichally/31393,context,0,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/shahrichally/31393,context_only,
evt_52eda4bcf6faa22f8d6c3e00,,Минсельхозпрод РТ объявляет отбор по гранту «Агромативатор»,unknown,2026-09-04T08:47:00Z,2026-09-05T19:32:03Z,mo-92652000,territory,,,,low,media,https://saby-rt.ru/news/novosti/minselxozprod-rt-obieiavliaet-otbor-po-grantu-agromativator,context,16,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://saby-rt.ru/news/novosti/minselxozprod-rt-obieiavliaet-otbor-po-grantu-agromativator,fact_and_geo_recheck,
evt_e4bfe0888dd522f26e8b331e,,64 двора отремонтировали в Зеленодольском районе,reported,2026-09-04T08:40:24Z,2026-09-05T19:31:47Z,mo-92628000,territory,,,,low,media,https://t.me/zpravda/108540,useful,79,False,1,1,True,False,False,ready,,,True,200,https://t.me/zpravda/108540,publish_ready,
evt_6f4a24104dd99f98df43067f,,Отбор по гранту «Агромотиватор»,reported,2026-09-04T08:38:00Z,2026-09-05T20:08:02Z,mo-92629000,territory,,,,medium,media,https://kaibicy.ru/news/novosti/minselxozprod-rt-obieiavliaet-otbor-po-grantu-agromativator,context,0,False,2,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://kaibicy.ru/news/novosti/minselxozprod-rt-obieiavliaet-otbor-po-grantu-agromativator,context_only,
evt_5888b0e961f98ca533b37761,,Над регионами России за ночь уничтожено 490 беспилотников,unknown,2026-09-04T08:35:16Z,2026-09-05T20:08:40Z,mo-92659000,territory,,,,medium,media,https://t.me/chistopol_news/41969,context,0,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://t.me/chistopol_news/41969,context_only,
evt_e17cfeb4a73d7c04fb989281,,В Казани у водителя изъяли автомобиль за 117 неоплаченных штрафов,reported,2026-09-04T08:35:00Z,2026-09-05T20:08:40Z,mo-92701000,territory,,,,medium,media,https://sarman-rt.ru/news/iminlek/kazanda-117-tulanmagan-strafy-bulgan-iortucedan-masinasyn-algannar,context,0,False,2,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://sarman-rt.ru/news/iminlek/kazanda-117-tulanmagan-strafy-bulgan-iortucedan-masinasyn-algannar,context_only,
evt_0495872fd0b088589d9a0126,,Объявлен отбор по гранту «Агромотиватор»,reported,2026-09-04T08:34:00Z,2026-09-05T20:08:40Z,mo-92638000,territory,,,,medium,media,https://mamadysh-rt.ru/news/obshchestvo/minselxozprod-rt-obieiavliaet-otbor-po-grantu-agromativator,context,0,False,3,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://mamadysh-rt.ru/news/obshchestvo/minselxozprod-rt-obieiavliaet-otbor-po-grantu-agromativator,context_only,
evt_7fe6980e9cc22eb2a16f27a2,,Открыт третий отбор по гранту «Агромотиватор» для участников СВО,reported,2026-09-04T08:31:00Z,2026-09-05T20:09:14Z,mo-92626000,territory,,,,medium,media,https://elabuga-rt.ru/news/novosti/minselxozprod-rt-obieiavliaet-otbor-po-grantu-agromativator,context,0,False,2,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://elabuga-rt.ru/news/novosti/minselxozprod-rt-obieiavliaet-otbor-po-grantu-agromativator,context_only,
evt_eea5f40c4b93cc578c853a4c,,Объявлен отбор по гранту «Агромативатор» для участников СВО,reported,2026-09-04T08:29:00Z,2026-09-05T20:09:14Z,mo-92622000,territory,,,,medium,media,https://biektaw.ru/news/v-respublike/minselxozprod-rt-obieiavliaet-otbor-po-grantu-agromativator,context,0,False,1,1,False,False,False,needs_review,not_editorially_useful,,True,200,https://biektaw.ru/news/v-respublike/minselxozprod-rt-obieiavliaet-otbor-po-grantu-agromativator,context_only,
